tipo_inmueble;precio_vivienda;barrio;sup_total ;area_construida;habitaciones;baños;lat;long;Precio_entorno;cant_hom;Estrato
Casa;155;Ulpiano Lloreda;175;170;5;2;3,4017151;-76,53271;193,33;49;2
Casa;420;Unión De Vivienda Popular;60;60;2;2;3,4017151;-76,5327143;420;29;3
Apartamento;125;Urbanización Barranquilla;62;62;3;2;3,4069181;-76,4989144;158,4;3;3
Apartamento;145;Urbanización Barranquilla;60;60;3;2;3,3653581;-76,5197144;158,4;3;3
Apartamento;187;Urbanización Barranquilla;65;65;3;2;3,3781321;-76,5161437;158,4;3;3
Casa;128;Urbanización Calimio;62;57;3;2;3,3692144;-76,5151438;127,63;16;2
Casa;550;Ciudad Jardín;131;131;5;4;3,3692144;-76,5221439;759,14;0;6
Apartamento;1000;Ciudad Jardín;350;260;4;5;3,3713314;-76,5155144;705;0;6
Apartamento;365;Ciudad Jardín;106;106;4;3;3,3707861;-76,5156144;745,54;1;6
Casa;440;Ciudad Jardín;139;139;3;4;3,36921;-76,5221;745,54;1;6
Apartamento;450;Ciudad Jardín;165;165;3;3;3,3692144;-76,5161442;745,54;1;6
Apartamento;580;Ciudad Jardín;123;113;4;3;3,3672144;-76,5211443;745,54;1;6
Casa;850;Ciudad Jardín;400;260;3;4;3,3782144;-76,5241444;417,9;2;6
Casa;1600;Ciudad Jardín;500;460;3;4;3,3652145;-76,5211445;417,9;2;6
Apartamento;250;La Nueva Base;81;81;3;3;3,3678351;-76,5188145;228,67;10;3
Apartamento;125;La Nueva Base;70;70;3;1;3,3682145;-76,5191447;200;19;3
Casa;128;La Nueva Base;81;81;4;1;3,3662145;-76,5161448;200;19;3
Apartamento;350;Urbanización La Flora;85;85;3;2;3,3652145;-76,5211449;442,5;0;5
Apartamento;138;Urbanización La Flora;90;90;3;1;3,36821;-76,521;446;1;5
Apartamento;290;Urbanización La Flora;108;108;3;3;3,3669591;-76,5347145;336,67;1;5
Casa;370;Urbanización La Flora;150;150;3;3;3,3669591;-76,5347145;336,67;1;5
Apartamento;420;Urbanización La Flora;150;150;3;3;3,3752145;-76,5171452;478,08;1;5
Apartamento;530;Urbanización La Flora;155;155;3;3;3,3669591;-76,5347145;463,33;1;5
Casa;690;Urbanización La Flora;400;380;5;4;3,3669591;-76,5347145;500;1;5
Apartamento;170;Urbanización La Flora;80;80;3;2;3,3669591;-76,5347146;477,18;2;5
Apartamento;200;Urbanización La Flora;107;107;3;3;3,3669591;-76,5347146;430,81;2;5
Apartamento;325;Urbanización La Flora;84;84;3;2;3,3669591;-76,5347146;477,18;2;5
Apartamento;330;Urbanización La Flora;100;100;3;3;3,37121;-76,5161;430,77;2;5
Apartamento;340;Urbanización La Flora;100;100;3;3;3,3669591;-76,5347146;477,18;2;5
Apartamento;350;Urbanización La Flora;107;107;3;2;3,3712146;-76,5161459;477,18;2;5
Apartamento;420;Urbanización La Flora;175;170;4;3;3,3669591;-76,5347146;477,18;2;5
Apartamento;430;Urbanización La Flora;160;160;3;4;3,3669591;-76,5347146;477,18;2;5
Apartamento;440;Urbanización La Flora;133;133;2;2;3,3669591;-76,5347146;477,18;2;5
Apartamento;550;Urbanización La Flora;133;133;3;3;3,3642146;-76,5361463;477,18;2;5
Casa;650;Urbanización La Flora;284;226;3;2;3,3669591;-76,5347146;477,18;2;5
Casa;650;Urbanización La Flora;416;416;3;5;3,3669591;-76,5347147;477,18;2;5
Apartamento;530;Urbanización La Flora;155;155;3;3;3,3669591;-76,53471;506,59;5;5
Apartamento;250;Urbanización La Flora;88;88;3;2;3,3669591;-76,5347147;390,9;6;5
Apartamento;259;Urbanización La Flora;70;70;2;2;3,3669591;-76,5347147;390,9;6;5
Apartamento;290;Urbanización La Flora;76;76;2;2;3,3669591;-76,5347147;390,9;6;5
Apartamento;295;Urbanización La Flora;76;76;3;2;3,3669591;-76,5347147;390,9;6;5
Apartamento;295;Urbanización La Flora;76;76;2;2;3,3669591;-76,5347147;390,9;6;5
Apartamento;305;Urbanización La Flora;84;84;2;2;3,3669591;-76,5347147;390,9;6;5
Apartamento;310;Urbanización La Flora;87;87;3;2;3,3669591;-76,5347147;390,9;6;5
Apartamento;325;Urbanización La Flora;87;87;3;2;3,3669591;-76,5347147;390,9;6;5
Apartamento;325;Urbanización La Flora;85;85;3;2;3,36621;-76,5221;390,9;6;5
Apartamento;335;Urbanización La Flora;83;83;3;2;3,3732147;-76,5231474;390,9;6;5
Apartamento;335;Urbanización La Flora;100;100;3;2;3,3669591;-76,5347148;390,9;6;5
Apartamento;335;Urbanización La Flora;89;89;3;2;3,3669591;-76,5347148;390,9;6;5
Apartamento;348;Urbanización La Flora;100;100;3;2;3,3669591;-76,5347148;390,9;6;5
Apartamento;350;Urbanización La Flora;88;88;3;2;3,3669591;-76,5347148;390,9;6;5
Apartamento;360;Urbanización La Flora;88;88;3;2;3,3669591;-76,5347148;390,9;6;5
Apartamento;360;Urbanización La Flora;89;89;2;2;3,3669591;-76,5347148;390,9;6;5
Apartamento;380;Urbanización La Flora;100;100;3;3;3,3669591;-76,5347148;390,9;6;5
Apartamento;380;Urbanización La Flora;169;169;3;3;3,37321;-76,5161;390,9;6;5
Apartamento;380;Urbanización La Flora;100;100;3;3;3,3732148;-76,5161482;390,9;6;5
Apartamento;385;Urbanización La Flora;100;100;3;3;3,3712148;-76,5241483;390,9;6;5
Apartamento;425;Urbanización La Flora;101;101;3;3;3,3732148;-76,5171484;390,9;6;5
Apartamento;425;Urbanización La Flora;104;104;3;3;3,3640341;-76,5238149;390,9;6;5
Apartamento;450;Urbanización La Flora;168;168;3;3;3,3782149;-76,5231486;390,9;6;5
Apartamento;480;Urbanización La Flora;135;135;3;4;3,3792149;-76,5161487;390,9;6;5
Apartamento;560;Urbanización La Flora;154;154;5;3;3,3725961;-76,5258149;390,9;6;5
Apartamento;600;Urbanización La Flora;157;157;3;4;3,3728611;-76,5262149;390,9;6;5
Casa;850;Urbanización La Flora;300;300;5;5;3,3728611;-76,52621;390,9;6;5
Casa;450;Urbanización La Flora;358;358;5;3;3,3728611;-76,5262149;415;81;5
Apartamento;223;Urbanización Nápoles;81;81;3;3;3,3728611;-76,5262149;228,67;10;3
Apartamento;234;Urbanización Nápoles;81;81;3;3;3,3728611;-76,5262149;228,67;10;3
Apartamento;245;Urbanización Nápoles;81;81;3;3;3,3728611;-76,5262149;228,67;10;3
Apartamento;350;Urbanización Río Lili;96;96;3;3;3,3708515;-76,5206149;429,67;1;6
Casa;650;Urbanización San Joaquin;200;170;3;4;3,3728611;-76,526215;670,88;1;5
Apartamento;240;Tequendama;105;105;4;3;3,3728611;-76,526215;302;5;5
Apartamento;250;Tequendama;94;94;3;3;3,3728611;-76,526215;302;5;5
Apartamento;287;Tequendama;64;64;2;2;3,37721;-76,5181;302;5;5
Casa;125;Vallado;150;150;6;3;3,3728611;-76,526215;158,75;77;2
Apartamento;145;Valle Del Lili;60;53;3;2;3,3728611;-76,526215;284,19;0;5
Apartamento;150;Valle Del Lili;60;60;3;2;3,3708515;-76,520615;308,89;0;5
Apartamento;175;Valle Del Lili;62;62;3;2;3,3728612;-76,526215;277,38;0;5
Apartamento;200;Valle Del Lili;82;82;3;3;3,3728612;-76,526215;281,53;0;5
Apartamento;220;Valle Del Lili;73;73;3;2;3,3728612;-76,526215;259,92;0;5
Apartamento;229;Valle Del Lili;64,96;59,01;3;2;3,3728612;-76,526215;256,58;0;5
Apartamento;230;Valle Del Lili;82;82;3;3;3,3728612;-76,5262151;281,53;0;5
Apartamento;230;Valle Del Lili;70;70;3;2;3,3728612;-76,5262151;286,18;0;5
Apartamento;240;Valle Del Lili;77;77;3;2;3,3728612;-76,5262151;270,35;0;5
Apartamento;278;Valle Del Lili;87;87;3;2;3,3708515;-76,5206151;295;0;5
Apartamento;280;Valle Del Lili;90;90;3;2;3,3746842;-76,5214151;276,56;0;5
Apartamento;299;Valle Del Lili;87;87;3;2;3,3708515;-76,5206151;276,13;0;5
Apartamento;310;Valle Del Lili;83;83;3;3;3,3728612;-76,5262151;277,65;0;5
Apartamento;310;Valle Del Lili;91;91;3;3;3,3728612;-76,5262151;253,5;0;5
Apartamento;315;Valle Del Lili;90;90;3;3;3,3708515;-76,5206151;276,56;0;5
Apartamento;355;Valle Del Lili;94;94;3;3;3,3728612;-76,5262151;282,26;0;5
Apartamento;145;Valle Del Lili;58;58;2;2;3,3708515;-76,5206152;429,67;1;5
Apartamento;145;Valle Del Lili;57;57;3;2;3,3708882;-76,5181152;429,67;1;5
Apartamento;160;Valle Del Lili;61;60;3;2;3,3728612;-76,5262152;274,58;1;5
Apartamento;185;Valle Del Lili;63;63;2;2;3,3708515;-76,5206152;429,67;1;5
Apartamento;215;Valle Del Lili;63;63;3;2;3,3728612;-76,5262152;429,67;1;5
Apartamento;215;Valle Del Lili;75;75;3;2;3,3708515;-76,5206152;429,67;1;5
Apartamento;220;Valle Del Lili;72;72;2;2;3,3708515;-76,5206152;429,67;1;5
Apartamento;220;Valle Del Lili;77;77;3;2;3,3728612;-76,5262152;429,67;1;5
Apartamento;220;Valle Del Lili;65;65;3;2;3,3728612;-76,5262152;259,92;1;5
Apartamento;225;Valle Del Lili;90;90;3;2;3,3730412;-76,5266152;429,67;1;5
Apartamento;235;Valle Del Lili;70;70;2;2;3,3730412;-76,5266153;259,92;1;5
Apartamento;240;Valle Del Lili;105;105;3;3;3,3730412;-76,5266153;429,67;1;5
Apartamento;240;Valle Del Lili;72;72;3;2;3,3730412;-76,5266153;429,67;1;5
Casa;247;Valle Del Lili;190;190;3;2;3,3730412;-76,5266153;429,67;1;5
Apartamento;250;Valle Del Lili;90;85;3;2;3,3730412;-76,5266153;669,31;1;5
Apartamento;255;Valle Del Lili;73;73;3;2;3,3730411;-76,52661;429,67;1;5
Apartamento;260;Valle Del Lili;86;86;3;2;3,3730412;-76,5266153;429,67;1;5
Casa;260;Valle Del Lili;135;135;4;4;3,3730412;-76,5266153;429,67;1;5
Apartamento;265;Valle Del Lili;84;84;3;2;3,3730412;-76,5266153;429,67;1;5
Casa;270;Valle Del Lili;160;160;3;3;3,3730412;-76,5266153;429,67;1;5
Apartamento;290;Valle Del Lili;92;92;3;2;3,3730412;-76,5266153;429,67;1;5
Casa;300;Valle Del Lili;117;117;5;2;3,3730412;-76,5266154;429,67;1;5
Apartamento;310;Valle Del Lili;91;91;3;2;3,3730412;-76,5266154;429,67;1;5
Apartamento;310;Valle Del Lili;96;96;2;2;3,3730412;-76,5266154;429,67;1;5
Casa;310;Valle Del Lili;240;240;4;4;3,3730412;-76,5266154;429,67;1;5
Casa;315;Valle Del Lili;98;98;2;3;3,3730412;-76,5266154;429,67;1;5
Casa;330;Valle Del Lili;112;112;3;3;3,3730412;-76,5266154;265,36;1;5
Casa;340;Valle Del Lili;180;180;3;4;3,3730412;-76,5266154;268,76;1;5
Apartamento;360;Valle Del Lili;95;95;3;3;3,3730412;-76,5266154;429,67;1;5
Apartamento;365;Valle Del Lili;120;120;4;3;3,3730412;-76,5266154;429,67;1;5
Apartamento;370;Valle Del Lili;126;126;4;4;3,3730412;-76,5266154;429,67;1;5
Casa;395;Valle Del Lili;240;240;6;3;3,3730412;-76,5266155;429,67;1;5
Apartamento;405;Valle Del Lili;110;110;3;3;3,3730412;-76,5266155;429,67;1;5
Casa;430;Valle Del Lili;240;240;4;4;3,3730412;-76,5266155;429,67;1;5
Casa;430;Valle Del Lili;90;90;6;4;3,3730412;-76,5266155;429,67;1;5
Apartamento;170;Valle Del Lili;60;60;3;2;3,3730412;-76,5266155;239,5;2;5
Apartamento;180;Valle Del Lili;60;60;2;2;3,3765632;-76,52155;239,5;2;5
Apartamento;225;Valle Del Lili;65;65;3;2;3,3730412;-76,5266155;270,5;2;5
Apartamento;250;Valle Del Lili;86;86;3;2;3,3730412;-76,5266155;243,5;2;5
Apartamento;295;Valle Del Lili;82;82;3;2;3,3730412;-76,5266155;291,5;2;5
Apartamento;312;Valle Del Lili;82;82;3;3;3,3730412;-76,5266155;263,33;2;5
Casa;350;Valle Del Lili;120;120;3;4;3,3730412;-76,5266156;271,44;2;5
Apartamento;386;Valle Del Lili;93;93;3;3;3,3730412;-76,5266156;271,15;2;5
Apartamento;140;Valle Del Lili;50;50;3;2;3,3730412;-76,5266156;271,15;3;5
Apartamento;150;Valle Del Lili;57;57;2;2;3,3730412;-76,5266156;271,15;3;5
Apartamento;150;Valle Del Lili;57;57;2;2;3,3730412;-76,5266156;271,15;3;5
Apartamento;165;Valle Del Lili;60;60;3;2;3,3730412;-76,5266156;271,15;3;5
Apartamento;170;Valle Del Lili;61;61;3;2;3,3765632;-76,521561;271,15;3;5
Apartamento;180;Valle Del Lili;63;63;2;2;3,3730412;-76,5266156;271,15;3;5
Apartamento;185;Valle Del Lili;60;60;2;2;3,3730412;-76,5266156;284,68;3;5
Apartamento;190;Valle Del Lili;60;60;3;2;3,3730412;-76,5266156;271,15;3;5
Apartamento;190;Valle Del Lili;60;60;3;2;3,3730412;-76,5266157;271,15;3;5
Apartamento;200;Valle Del Lili;55;55;3;2;3,3730412;-76,5266157;271,15;3;5
Apartamento;200;Valle Del Lili;80;80;3;2;3,3730412;-76,5266157;294,33;3;5
Apartamento;210;Valle Del Lili;65;65;3;2;3,3730412;-76,5266157;271,15;3;5
Apartamento;220;Valle Del Lili;60;60;3;2;3,3730412;-76,5266157;271,15;3;5
Apartamento;225;Valle Del Lili;71;71;3;2;3,3730412;-76,5266157;284,68;3;5
Apartamento;225;Valle Del Lili;74;74;2;2;3,3730412;-76,5266157;271,15;3;5
Apartamento;230;Valle Del Lili;73;73;3;2;3,3730412;-76,5266157;271,15;3;5
Apartamento;239;Valle Del Lili;70;70;3;2;3,3730412;-76,5266157;271,15;3;5
Apartamento;249;Valle Del Lili;79;79;3;2;3,3730412;-76,5266157;271,15;3;5
Apartamento;250;Valle Del Lili;86;86;2;2;3,3730412;-76,5266158;271,15;3;5
Apartamento;255;Valle Del Lili;70;70;2;2;3,3730412;-76,5266158;271,15;3;5
Apartamento;260;Valle Del Lili;90;90;3;2;3,3730412;-76,5266158;271,15;3;5
Casa;260;Valle Del Lili;90;90;3;3;3,3730412;-76,5266158;271,15;3;5
Apartamento;275;Valle Del Lili;91;91;3;3;3,3730412;-76,5266158;284,68;3;5
Casa;275;Valle Del Lili;90;90;4;3;3,3730412;-76,5266158;276,87;3;5
Apartamento;280;Valle Del Lili;86;86;3;2;3,3730412;-76,5266158;284,68;3;5
Apartamento;290;Valle Del Lili;90;90;3;3;3,3730412;-76,5266158;271,15;3;5
Apartamento;298;Valle Del Lili;90;90;3;3;3,3730412;-76,5266158;271,15;3;5
Apartamento;300;Valle Del Lili;105;105;3;3;3,3730412;-76,5266158;284,68;3;5
Apartamento;305;Valle Del Lili;84;84;3;3;3,3730412;-76,5266159;271,15;3;5
Apartamento;310;Valle Del Lili;93;93;3;2;3,3730412;-76,5266159;271,15;3;5
Apartamento;310;Valle Del Lili;84;84;3;2;3,3730412;-76,5266159;284,68;3;5
Apartamento;320;Valle Del Lili;95;95;3;3;3,3730412;-76,5266159;268,88;3;5
Apartamento;325;Valle Del Lili;85;85;3;2;3,3730412;-76,5266159;271,15;3;5
Casa;329;Valle Del Lili;124;114;3;3;3,3730412;-76,5266159;284,68;3;5
Apartamento;345;Valle Del Lili;94;94;3;3;3,3730412;-76,5266159;271,15;3;5
Apartamento;350;Valle Del Lili;93;93;3;3;3,3730412;-76,5266159;284,68;3;5
Casa;380;Valle Del Lili;125;125;3;4;3,3730412;-76,5266159;284,68;3;5
Apartamento;390;Valle Del Lili;107;107;2;3;3,3730412;-76,5266159;271,15;3;5
Casa;390;Valle Del Lili;146;146;4;2;3,3730412;-76,526616;271,15;3;5
Casa;650;Valle Del Lili;160;150;10;6;3,3730412;-76,526616;271,15;3;5
Apartamento;125;Valle Del Lili;58;58;2;2;3,3730412;-76,526616;270,84;4;5
Apartamento;125;Valle Del Lili;47;47;2;1;3,3730412;-76,526616;270,84;4;5
Apartamento;130;Valle Del Lili;62;62;3;2;3,3730412;-76,526616;270,84;4;5
Apartamento;130;Valle Del Lili;56;56;3;2;3,3730412;-76,526616;270,84;4;5
Apartamento;135;Valle Del Lili;47;47;2;1;3,3730412;-76,526616;270,84;4;5
Apartamento;139;Valle Del Lili;58;58;3;2;3,3765632;-76,521602;270,84;4;5
Apartamento;139;Valle Del Lili;55;55;2;2;3,3730412;-76,526616;270,84;4;5
Apartamento;140;Valle Del Lili;60;60;3;2;3,3730412;-76,526616;270,84;4;5
Apartamento;140;Valle Del Lili;57;57;2;2;3,3730412;-76,5266161;270,84;4;5
Apartamento;140;Valle Del Lili;56;56;3;1;3,3730412;-76,5266161;270,84;4;5
Apartamento;143;Valle Del Lili;55;55;3;2;3,3730412;-76,5266161;270,84;4;5
Apartamento;144;Valle Del Lili;59;59;2;2;3,3765632;-76,521608;270,84;4;5
Apartamento;145;Valle Del Lili;60;60;3;2;3,3730412;-76,5266161;270,84;4;5
Apartamento;145;Valle Del Lili;61;61;2;2;3,3730412;-76,5266161;270,84;4;5
Apartamento;150;Valle Del Lili;50;50;2;2;3,3730412;-76,5266161;270,84;4;5
Apartamento;150;Valle Del Lili;57;57;3;2;3,3730412;-76,5266161;270,84;4;5
Apartamento;150;Valle Del Lili;53;53;3;2;3,3730412;-76,5266161;270,84;4;5
Apartamento;150;Valle Del Lili;62;62;3;2;3,3730412;-76,5266161;270,84;4;5
Apartamento;152;Valle Del Lili;62;62;2;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;155;Valle Del Lili;55;55;3;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;155;Valle Del Lili;60;60;2;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;155;Valle Del Lili;56;56;3;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;158;Valle Del Lili;55;55;3;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;158;Valle Del Lili;50;50;1;1;3,3730412;-76,5266162;270,84;4;5
Apartamento;160;Valle Del Lili;65;65;3;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;160;Valle Del Lili;60;60;2;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;160;Valle Del Lili;58;58;2;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;160;Valle Del Lili;60;60;2;2;3,3730412;-76,5266162;270,84;4;5
Apartamento;160;Valle Del Lili;59;59;2;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;165;Valle Del Lili;60;60;3;2;3,3730412;-76,5266163;296,75;4;5
Apartamento;165;Valle Del Lili;60;60;2;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;165;Valle Del Lili;55;55;2;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;165;Valle Del Lili;58;58;2;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;165;Valle Del Lili;58;58;3;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;167;Valle Del Lili;60;60;3;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;167;Valle Del Lili;60;60;3;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;170;Valle Del Lili;65;65;3;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;175;Valle Del Lili;60;60;2;2;3,3730412;-76,5266163;270,84;4;5
Apartamento;175;Valle Del Lili;60;60;2;2;3,3730412;-76,5266164;270,84;4;5
Apartamento;175;Valle Del Lili;61;61;2;2;3,3730412;-76,5266164;270,84;4;5
Apartamento;175;Valle Del Lili;62;62;3;2;3,3765632;-76,521637;270,84;4;5
Apartamento;175;Valle Del Lili;60;60;2;2;3,3730412;-76,5266164;296,75;4;5
Apartamento;179;Valle Del Lili;64;64;3;2;3,3730412;-76,5266164;270,84;4;5
Apartamento;180;Valle Del Lili;60;60;2;2;3,3730412;-76,5266164;270,84;4;5
Apartamento;180;Valle Del Lili;63;63;2;2;3,3730412;-76,5266164;270,84;4;5
Apartamento;185;Valle Del Lili;56;56;2;2;3,3730412;-76,5266164;270,84;4;5
Apartamento;185;Valle Del Lili;65;65;3;2;3,3730412;-76,5266164;270,84;4;5
Apartamento;185;Valle Del Lili;66;66;2;2;3,3730412;-76,5266164;270,84;4;5
Apartamento;190;Valle Del Lili;62;62;3;2;3,3730412;-76,5266165;270,84;4;5
Apartamento;200;Valle Del Lili;68;68;3;2;3,3765632;-76,521646;270,84;4;5
Apartamento;200;Valle Del Lili;65;65;3;2;3,3765632;-76,521647;270,84;4;5
Apartamento;200;Valle Del Lili;75;75;2;1;3,3730412;-76,5266165;270,84;4;5
Apartamento;200;Valle Del Lili;65;65;3;2;3,3730412;-76,5266165;270,84;4;5
Apartamento;209;Valle Del Lili;72;72;3;2;3,3765632;-76,52165;270,84;4;5
Apartamento;210;Valle Del Lili;65;65;2;2;3,3730412;-76,5266165;270,84;4;5
Apartamento;210;Valle Del Lili;66;66;3;2;3,3730412;-76,5266165;270,84;4;5
Apartamento;210;Valle Del Lili;70;70;2;2;3,3730412;-76,5266165;270,84;4;5
Apartamento;210;Valle Del Lili;63;63;2;2;3,3730412;-76,5266165;270,84;4;5
Apartamento;210;Valle Del Lili;68;68;3;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;215;Valle Del Lili;71;71;3;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;215;Valle Del Lili;65;65;2;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;215;Valle Del Lili;70;70;3;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;215;Valle Del Lili;71;71;3;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;220;Valle Del Lili;73;73;2;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;220;Valle Del Lili;62;62;3;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;220;Valle Del Lili;71;71;3;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;220;Valle Del Lili;78;78;3;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;225;Valle Del Lili;65;65;2;2;3,3730412;-76,5266166;270,84;4;5
Apartamento;225;Valle Del Lili;64;64;3;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;225;Valle Del Lili;72;72;3;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;228;Valle Del Lili;75;75;3;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;230;Valle Del Lili;63;63;3;4;3,3730412;-76,5266167;270,84;4;5
Apartamento;233;Valle Del Lili;72;72;3;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;235;Valle Del Lili;76;76;2;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;235;Valle Del Lili;70;70;2;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;235;Valle Del Lili;74;74;3;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;235;Valle Del Lili;75;75;3;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;238;Valle Del Lili;68;68;2;2;3,3730412;-76,5266167;270,84;4;5
Apartamento;240;Valle Del Lili;72;72;3;2;3,3765632;-76,521675;270,84;4;5
Casa;240;Valle Del Lili;93;93;4;3;3,3730412;-76,5266168;270,84;4;5
Apartamento;245;Valle Del Lili;89;89;3;3;3,3730412;-76,5266168;270,84;4;5
Casa;245;Valle Del Lili;120;120;3;3;3,3730412;-76,5266168;270,84;4;5
Apartamento;248;Valle Del Lili;75;75;2;2;3,3730412;-76,5266168;270,84;4;5
Apartamento;250;Valle Del Lili;75;75;3;2;3,3730412;-76,5266168;270,84;4;5
Apartamento;250;Valle Del Lili;75;75;3;2;3,3730412;-76,5266168;270,84;4;5
Apartamento;250;Valle Del Lili;70;70;2;2;3,3730412;-76,5266168;270,84;4;5
Apartamento;250;Valle Del Lili;76;76;2;2;3,3730412;-76,5266168;270,84;4;5
Apartamento;259;Valle Del Lili;70;70;3;2;3,3730412;-76,5266168;270,84;4;5
Casa;260;Valle Del Lili;135;135;4;4;3,3730412;-76,5266169;296,75;4;5
Apartamento;260;Valle Del Lili;86;86;3;2;3,3821686;-76,5171686;270,84;4;5
Apartamento;260;Valle Del Lili;78;78;3;2;3,4762169;-76,5031687;270,84;4;5
Apartamento;260;Valle Del Lili;90;86;3;2;3,4758662;-76,5031688;270,84;4;5
Apartamento;260;Valle Del Lili;84;84;3;2;3,3822169;-76,5171689;270,84;4;5
Apartamento;260;Valle Del Lili;74;74;3;2;3,46821;-76,4931;270,84;4;5
Apartamento;265;Valle Del Lili;100;100;3;4;3,3772169;-76,547169;296,75;4;5
Apartamento;265;Valle Del Lili;80;80;3;2;3,4516462;-76,5319169;270,84;4;5
Apartamento;265;Valle Del Lili;70;70;3;2;3,4516462;-76,5319169;270,84;4;5
Apartamento;265;Valle Del Lili;78;78;2;2;3,4516462;-76,5319169;270,84;4;5
Apartamento;265;Valle Del Lili;70;70;3;2;3,4516462;-76,5319169;270,84;4;5
Casa;265;Valle Del Lili;105;105;3;3;3,452217;-76,5321695;270,84;4;5
Casa;267;Valle Del Lili;104;104;3;3;3,434217;-76,4651696;270,84;4;5
Apartamento;268;Valle Del Lili;81;81;3;2;3,426217;-76,4731697;270,84;4;5
Apartamento;270;Valle Del Lili;94;94;3;2;3,4372321;-76,471;270,84;4;5
Apartamento;270;Valle Del Lili;102;92;3;3;3,463217;-76,5281698;270,84;4;5
Casa;270;Valle Del Lili;90;90;4;3;3,4614552;-76,529317;270,84;4;5
Apartamento;275;Valle Del Lili;72;72;3;2;3,4614552;-76,529317;270,84;4;5
Apartamento;275;Valle Del Lili;90;90;3;2;3,4614552;-76,529317;270,84;4;5
Apartamento;275;Valle Del Lili;92;92;3;3;3,4614552;-76,529317;270,84;4;5
Casa;276;Valle Del Lili;105;105;4;3;3,4614552;-76,529317;270,84;4;5
Apartamento;277;Valle Del Lili;83;83;3;2;3,4614552;-76,529317;270,84;4;5
Apartamento;278;Valle Del Lili;89;89;3;2;3,4614552;-76,5293171;270,84;4;5
Casa;278;Valle Del Lili;84;84;3;3;3,4614551;-76,52931;270,84;4;5
Apartamento;280;Valle Del Lili;89;89;3;2;3,4614552;-76,5293171;270,84;4;5
Apartamento;280;Valle Del Lili;84;84;3;2;3,4614552;-76,5293171;270,84;4;5
Casa;280;Valle Del Lili;105;105;3;3;3,4664582;-76,4924171;270,84;4;5
Casa;280;Valle Del Lili;105;105;4;3;3,4664582;-76,4924171;270,84;4;5
Apartamento;285;Valle Del Lili;87;87;3;3;3,4670842;-76,4931171;270,84;4;5
Apartamento;285;Valle Del Lili;73;73;3;2;3,4670842;-76,4931171;270,84;4;5
Apartamento;289;Valle Del Lili;87;87;3;3;3,4670842;-76,4931171;270,84;4;5
Apartamento;290;Valle Del Lili;87;87;3;3;3,4670842;-76,4931171;270,84;4;5
Apartamento;290;Valle Del Lili;90;90;3;3;3,4831021;-76,49461;270,84;4;5
Apartamento;290;Valle Del Lili;95;95;3;3;3,4487372;-76,5004171;270,84;4;5
Apartamento;290;Valle Del Lili;89;89;3;2;3,4298122;-76,5098172;270,84;4;5
Apartamento;290;Valle Del Lili;80;80;3;2;3,4020862;-76,5256172;270,84;4;5
Apartamento;294;Valle Del Lili;87;87;3;3;3,4721062;-76,4947172;270,84;4;5
Apartamento;295;Valle Del Lili;90;90;3;2;3,4734692;-76,4951718;270,84;4;5
Apartamento;295;Valle Del Lili;86;86;3;2;3,4659962;-76,5325172;270,84;4;5
Apartamento;298;Valle Del Lili;90;90;3;3;3,4816032;-76,5184172;296,75;4;5
Apartamento;298;Valle Del Lili;91;91;3;3;3,4816032;-76,5184172;270,84;4;5
Apartamento;299;Valle Del Lili;87;87;3;3;3,4816031;-76,51841;270,84;4;5
Apartamento;299;Valle Del Lili;87;87;3;3;3,4816032;-76,5184172;270,84;4;5
Casa;299;Valle Del Lili;110;110;3;2;3,4816032;-76,5184172;270,84;4;5
