tipo_inmueble;precio_vivienda;barrio;sup_total ;area_construida;habitaciones;baños;lat;long;Precio_entorno;cant_hom;Estrato
Apartamento;1150;Santa Teresita;238;238;4;3;3,449486;-76,5524;861,74;4;6
Apartamento;1150;Santa Teresita;229;229;3;5;3,449486;-76,5524;861,74;4;6
Apartamento;1200;Santa Teresita;194;194;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1200;Santa Teresita;194;194;3;3;3,449486;-76,5524;861,74;4;6
Apartamento;1250;Santa Teresita;230;230;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1260;Santa Teresita;197;197;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1260;Santa Teresita;197;197;3;5;3,449486;-76,5524;861,74;4;6
Apartamento;1265;Santa Teresita;205;205;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1265;Santa Teresita;204;204;3;3;3,449486;-76,5524;861,74;4;6
Apartamento;1270;Santa Teresita;265;265;4;6;3,449486;-76,5524;861,74;4;6
Apartamento;1290;Santa Teresita;229;229;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1300;Santa Teresita;230;230;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1300;Santa Teresita;319;319;3;4;3,4522;-76,551;871,06;4;6
Apartamento;1300;Santa Teresita;228;228;3;5;3,4492;-76,551;826,02;4;6
Apartamento;1350;Santa Teresita;220;220;3;6;3,449486;-76,5524;861,74;4;6
Apartamento;1450;Santa Teresita;229;229;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1550;Santa Teresita;229;229;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1650;Santa Teresita;274;274;3;3;3,449486;-76,5524;861,74;4;6
Apartamento;1700;Santa Teresita;250;250;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;1750;Santa Teresita;430;430;4;4;3,449486;-76,5524;861,74;4;6
Apartamento;1900;Santa Teresita;229;229;3;4;3,449486;-76,5524;861,74;4;6
Apartamento;399;Santa Teresita;140;140;4;3;3,452;-76,546;765,94;5;6
Apartamento;850;Santa Teresita;148;142;3;4;3,451345;-76,552;871,10;5;6
Apartamento;1370;Santa Teresita;230;230;3;3;3,4512;-76,552;871,10;5;6
Apartamento;580;Santa Teresita;111;111;3;3;3,447212;-76,5523;824,00;8;6
Apartamento;701;Santa Teresita;160;160;3;4;3,4512;-76,541;638,10;8;6
Apartamento;750;Santa Teresita;121;121;3;3;3,4472;-76,553;836,58;9;6
Apartamento;850;Santa Teresita;167;167;3;4;3,448931;-76,5554;839,50;9;6
Apartamento;1330;Santa Teresita;229;229;4;5;3,4452;-76,554;886,67;9;6
Apartamento;695;Santa Teresita;245;245;4;3;3,449624;-76,554;878,16;10;6
Apartamento;1600;Santa Teresita;303;303;3;4;3,4482;-76,556;967,50;10;6
Apartamento;1330;Santa Teresita;229;229;3;4;3,448091;-76,5557;967,50;11;6
Casa;1300;Santa Teresita;670;480;5;7;3,451646;-76,5319;431,07;15;6
Apartamento;380;Santander;30;30;3;2;3,46035;-76,522;260,00;4;2
Apartamento;187;Seminario;65;65;3;2;3,344417;-76,5401;381,80;0;5
Casa;320;Seminario;105;105;3;2;3,344417;-76,5401;381,80;0;5
Apartamento;340;Seminario;150;150;4;4;3,344417;-76,5401;381,80;0;5
Apartamento;392;Seminario;92;92;3;2;3,344417;-76,5401;381,80;0;5
Apartamento;670;Seminario;300;300;6;5;3,344417;-76,5401;381,80;0;5
Apartamento;200;Seminario;72;72;3;2;3,479035;-76,5021;161,20;5;5
Casa;145;Talanga;60;60;2;1;3,4352;-76,468;178,00;16;1
Casa;750;Cristales;385;385;9;6;3,439619;-76,5457;708,29;1;6
Casa;550;Templete;240;240;3;2;3,425751;-76,5389;538,00;3;4
Apartamento;230;Tequendama;98;98;4;3;3,419868;-76,5452;508,18;1;5
Apartamento;290;Tequendama;100;100;3;2;3,419868;-76,5452;508,18;1;5
Apartamento;330;Tequendama;120;120;4;3;3,419868;-76,5452;508,18;1;5
Apartamento;345;Tequendama;120;120;3;2;3,419868;-76,5452;508,18;1;5
Apartamento;350;Tequendama;157;157;3;3;3,419868;-76,5452;508,18;1;5
Apartamento;355;Tequendama;154;154;3;3;3,419868;-76,5452;508,18;1;5
Apartamento;370;Tequendama;120;120;3;4;3,419868;-76,5452;508,18;1;5
Casa;1500;Tequendama;600;600;6;4;3,419868;-76,5452;508,18;1;5
Casa;1500;Tequendama;455;450;4;2;3,416084;-76,5372;450,00;8;5
Casa;58;Terrón Colorado;85;85;2;1;3,4512;-76,549;845,70;3;2
Apartamento;105;Torres De Comfandi;60;60;3;2;3,476428;-76,5011;158,40;5;3
Apartamento;108;Torres De Comfandi;58;58;3;1;3,476428;-76,5011;158,40;5;3
Apartamento;109;Torres De Comfandi;58;58;3;1;3,476428;-76,5011;158,40;5;3
Apartamento;115;Torres De Comfandi;48;48;3;1;3,476428;-76,5011;158,40;5;3
Apartamento;120;Torres De Comfandi;54;54;3;1;3,476428;-76,5011;158,40;5;3
Apartamento;120;Torres De Comfandi;58;58;3;1;3,476428;-76,5011;158,40;5;3
Apartamento;125;Torres De Comfandi;60;60;3;2;3,476428;-76,5011;158,40;5;3
Apartamento;132;Torres De Comfandi;58;58;3;1;3,476428;-76,5011;158,40;5;3
Apartamento;135;Torres De Comfandi;60;60;3;1;3,476428;-76,5011;158,40;5;3
Apartamento;141;Torres De Comfandi;55;55;3;1;3,476428;-76,5011;158,40;5;3
Apartamento;152;Torres De Comfandi;55;55;3;2;3,476428;-76,5011;158,40;5;3
Apartamento;190;Torres De Comfandi;65;65;3;2;3,476428;-76,5011;158,40;5;3
Apartamento;190;Torres De Comfandi;65;65;3;2;3,476428;-76,5011;158,40;5;3
Apartamento;120;Torres De Comfandi;59;59;3;2;3,484253;-76,4939;161,44;9;3
Apartamento;186;Torres De Comfandi;65;65;3;2;3,451646;-76,5319;431,07;15;3
Casa;305;Troncal;175;170;6;2;3,451906;-76,5069;322,50;2;3
Casa;340;Troncal;350;350;4;1;3,451906;-76,5069;322,50;2;3
Casa;186;Troncal;150;150;3;2;3,4472;-76,503;278,55;6;3
Casa;198;Troncal;140;140;3;2;3,4472;-76,503;278,55;6;3
Apartamento;75;Ulpiano Lloreda;69;69;2;1;3,442442;-76,4902;193,33;24;2
Casa;155;Ulpiano Lloreda;175;170;5;2;3,442235;-76,4876;193,33;49;2
Casa;420;Unión De Vivienda Popular;60;60;2;2;3,4112;-76,507;420,00;29;3
Apartamento;125;Urbanización Barranquilla;62;62;3;2;3,480113;-76,4995;158,40;3;3
Apartamento;145;Urbanización Barranquilla;60;60;3;2;3,480113;-76,4995;158,40;3;3
Apartamento;187;Urbanización Barranquilla;65;65;3;2;3,480113;-76,4995;158,40;3;3
Casa;128;Urbanización Calimio;62;57;3;2;3,486282;-76,484;127,63;16;2
Casa;550;Ciudad Jardín;131;131;5;4;3,366718;-76,5385;759,14;0;6
Apartamento;1000;Ciudad Jardín;350;260;4;5;3,359085;-76,5279;705,00;0;6
Apartamento;365;Ciudad Jardín;106;106;4;3;3,364874;-76,5372;745,54;1;6
Casa;440;Ciudad Jardín;139;139;3;4;3,364874;-76,5372;745,54;1;6
Apartamento;450;Ciudad Jardín;165;165;3;3;3,364874;-76,5372;745,54;1;6
Apartamento;580;Ciudad Jardín;123;113;4;3;3,364874;-76,5372;745,54;1;6
Casa;850;Ciudad Jardín;400;260;3;4;3,369818;-76,5355;417,90;2;6
Casa;1600;Ciudad Jardín;500;460;3;4;3,369818;-76,5355;417,90;2;6
Apartamento;250;La Nueva Base;81;81;3;3;3,389068;-76,5525;228,67;10;3
Apartamento;125;La Nueva Base;70;70;3;1;3,448612;-76,4917;200,00;19;3
Casa;128;La Nueva Base;81;81;4;1;3,448612;-76,4917;200,00;19;3
Apartamento;350;Urbanización La Flora;85;85;3;2;3,492;-76,521;442,50;0;5
Apartamento;138;Urbanización La Flora;90;90;3;1;3,4722;-76,526;446,00;1;5
Apartamento;290;Urbanización La Flora;108;108;3;3;3,492;-76,52;336,67;1;5
Casa;370;Urbanización La Flora;150;150;3;3;3,492457;-76,5202;336,67;1;5
Apartamento;420;Urbanización La Flora;150;150;3;3;3,4762;-76,523;478,08;1;5
Apartamento;530;Urbanización La Flora;155;155;3;3;3,4872;-76,52;463,33;1;5
Casa;690;Urbanización La Flora;400;380;5;4;3,4912;-76,513;500,00;1;5
Apartamento;170;Urbanización La Flora;80;80;3;2;3,48954;-76,5229;477,18;2;5
Apartamento;200;Urbanización La Flora;107;107;3;3;3,4862;-76,522;430,81;2;5
Apartamento;325;Urbanización La Flora;84;84;3;2;3,48954;-76,5229;477,18;2;5
Apartamento;330;Urbanización La Flora;100;100;3;3;3,4852;-76,522;430,77;2;5
Apartamento;340;Urbanización La Flora;100;100;3;3;3,48954;-76,5229;477,18;2;5
Apartamento;350;Urbanización La Flora;107;107;3;2;3,48954;-76,5229;477,18;2;5
Apartamento;420;Urbanización La Flora;175;170;4;3;3,48954;-76,5229;477,18;2;5
Apartamento;430;Urbanización La Flora;160;160;3;4;3,48954;-76,5229;477,18;2;5
Apartamento;440;Urbanización La Flora;133;133;2;2;3,48954;-76,5229;477,18;2;5
Apartamento;550;Urbanización La Flora;133;133;3;3;3,48954;-76,5229;477,18;2;5
Casa;650;Urbanización La Flora;284;226;3;2;3,48954;-76,5229;477,18;2;5
Casa;650;Urbanización La Flora;416;416;3;5;3,48954;-76,5229;477,18;2;5
Apartamento;530;Urbanización La Flora;155;155;3;3;3,4892;-76,525;506,59;5;5
Apartamento;250;Urbanización La Flora;88;88;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;259;Urbanización La Flora;70;70;2;2;3,482709;-76,5123;390,90;6;5
Apartamento;290;Urbanización La Flora;76;76;2;2;3,482709;-76,5123;390,90;6;5
Apartamento;295;Urbanización La Flora;76;76;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;295;Urbanización La Flora;76;76;2;2;3,482709;-76,5123;390,90;6;5
Apartamento;305;Urbanización La Flora;84;84;2;2;3,482709;-76,5123;390,90;6;5
Apartamento;310;Urbanización La Flora;87;87;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;325;Urbanización La Flora;87;87;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;325;Urbanización La Flora;85;85;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;335;Urbanización La Flora;83;83;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;335;Urbanización La Flora;100;100;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;335;Urbanización La Flora;89;89;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;348;Urbanización La Flora;100;100;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;350;Urbanización La Flora;88;88;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;360;Urbanización La Flora;88;88;3;2;3,482709;-76,5123;390,90;6;5
Apartamento;360;Urbanización La Flora;89;89;2;2;3,482709;-76,5123;390,90;6;5
Apartamento;380;Urbanización La Flora;100;100;3;3;3,482709;-76,5123;390,90;6;5
Apartamento;380;Urbanización La Flora;169;169;3;3;3,482709;-76,5123;390,90;6;5
Apartamento;380;Urbanización La Flora;100;100;3;3;3,482709;-76,5123;390,90;6;5
Apartamento;385;Urbanización La Flora;100;100;3;3;3,482709;-76,5123;390,90;6;5
Apartamento;425;Urbanización La Flora;101;101;3;3;3,482709;-76,5123;390,90;6;5
Apartamento;425;Urbanización La Flora;104;104;3;3;3,482709;-76,5123;390,90;6;5
Apartamento;450;Urbanización La Flora;168;168;3;3;3,482709;-76,5123;390,90;6;5
Apartamento;480;Urbanización La Flora;135;135;3;4;3,482709;-76,5123;390,90;6;5
Apartamento;560;Urbanización La Flora;154;154;5;3;3,482709;-76,5123;390,90;6;5
Apartamento;600;Urbanización La Flora;157;157;3;4;3,482709;-76,5123;390,90;6;5
Casa;850;Urbanización La Flora;300;300;5;5;3,482709;-76,5123;390,90;6;5
Casa;450;Urbanización La Flora;358;358;5;3;3,4162;-76,501;415,00;81;5
Apartamento;223;Urbanización Nápoles;81;81;3;3;3,389068;-76,5525;228,67;10;3
Apartamento;234;Urbanización Nápoles;81;81;3;3;3,389068;-76,5525;228,67;10;3
Apartamento;245;Urbanización Nápoles;81;81;3;3;3,389068;-76,5525;228,67;10;3
Apartamento;350;Urbanización Río Lili;96;96;3;3;3,366959;-76,5347;429,67;1;6
Casa;650;Urbanización San Joaquin;200;170;3;4;3,364726;-76,5365;670,88;1;5
Apartamento;240;Tequendama;105;105;4;3;3,401715;-76,5327;302,00;5;5
Apartamento;250;Tequendama;94;94;3;3;3,401715;-76,5327;302,00;5;5
Apartamento;287;Tequendama;64;64;2;2;3,401715;-76,5327;302,00;5;5
Casa;125;Vallado;150;150;6;3;3,406918;-76,4989;158,75;77;2
Apartamento;145;Valle Del Lili;60;53;3;2;3,365358;-76,5197;284,19;0;5
Apartamento;150;Valle Del Lili;60;60;3;2;3,378132;-76,516;308,89;0;5
Apartamento;175;Valle Del Lili;62;62;3;2;3,3692;-76,515;277,38;0;5
Apartamento;200;Valle Del Lili;82;82;3;3;3,3692;-76,522;281,53;0;5
Apartamento;220;Valle Del Lili;73;73;3;2;3,37133;-76,5155;259,92;0;5
Apartamento;229;Valle Del Lili;64,96;59,01;3;2;3,370786;-76,5156;256,58;0;5
Apartamento;230;Valle Del Lili;82;82;3;3;3,3692;-76,522;281,53;0;5
Apartamento;230;Valle Del Lili;70;70;3;2;3,3692;-76,516;286,18;0;5
Apartamento;240;Valle Del Lili;77;77;3;2;3,3672;-76,521;270,35;0;5
Apartamento;278;Valle Del Lili;87;87;3;2;3,3782;-76,524;295,00;0;5
Apartamento;280;Valle Del Lili;90;90;3;2;3,3652;-76,521;276,56;0;5
Apartamento;299;Valle Del Lili;87;87;3;2;3,367835;-76,5188;276,13;0;5
Apartamento;310;Valle Del Lili;83;83;3;3;3,3682;-76,519;277,65;0;5
Apartamento;310;Valle Del Lili;91;91;3;3;3,3662;-76,516;253,50;0;5
Apartamento;315;Valle Del Lili;90;90;3;3;3,3652;-76,521;276,56;0;5
Apartamento;355;Valle Del Lili;94;94;3;3;3,3682;-76,52;282,26;0;5
Apartamento;145;Valle Del Lili;58;58;2;2;3,366959;-76,5347;429,67;1;5
Apartamento;145;Valle Del Lili;57;57;3;2;3,366959;-76,5347;429,67;1;5
Apartamento;160;Valle Del Lili;61;60;3;2;3,3752;-76,517;274,58;1;5
Apartamento;185;Valle Del Lili;63;63;2;2;3,366959;-76,5347;429,67;1;5
Apartamento;215;Valle Del Lili;63;63;3;2;3,366959;-76,5347;429,67;1;5
Apartamento;215;Valle Del Lili;75;75;3;2;3,366959;-76,5347;429,67;1;5
Apartamento;220;Valle Del Lili;72;72;2;2;3,366959;-76,5347;429,67;1;5
Apartamento;220;Valle Del Lili;77;77;3;2;3,366959;-76,5347;429,67;1;5
Apartamento;220;Valle Del Lili;65;65;3;2;3,3712;-76,516;259,92;1;5
Apartamento;225;Valle Del Lili;90;90;3;2;3,366959;-76,5347;429,67;1;5
Apartamento;235;Valle Del Lili;70;70;2;2;3,3712;-76,516;259,92;1;5
Apartamento;240;Valle Del Lili;105;105;3;3;3,366959;-76,5347;429,67;1;5
Apartamento;240;Valle Del Lili;72;72;3;2;3,366959;-76,5347;429,67;1;5
Casa;247;Valle Del Lili;190;190;3;2;3,366959;-76,5347;429,67;1;5
Apartamento;250;Valle Del Lili;90;85;3;2;3,3642;-76,536;669,31;1;5
Apartamento;255;Valle Del Lili;73;73;3;2;3,366959;-76,5347;429,67;1;5
Apartamento;260;Valle Del Lili;86;86;3;2;3,366959;-76,5347;429,67;1;5
Casa;260;Valle Del Lili;135;135;4;4;3,366959;-76,5347;429,67;1;5
Apartamento;265;Valle Del Lili;84;84;3;2;3,366959;-76,5347;429,67;1;5
Casa;270;Valle Del Lili;160;160;3;3;3,366959;-76,5347;429,67;1;5
Apartamento;290;Valle Del Lili;92;92;3;2;3,366959;-76,5347;429,67;1;5
Casa;300;Valle Del Lili;117;117;5;2;3,366959;-76,5347;429,67;1;5
Apartamento;310;Valle Del Lili;91;91;3;2;3,366959;-76,5347;429,67;1;5
Apartamento;310;Valle Del Lili;96;96;2;2;3,366959;-76,5347;429,67;1;5
Casa;310;Valle Del Lili;240;240;4;4;3,366959;-76,5347;429,67;1;5
Casa;315;Valle Del Lili;98;98;2;3;3,366959;-76,5347;429,67;1;5
Casa;330;Valle Del Lili;112;112;3;3;3,3662;-76,522;265,36;1;5
Casa;340;Valle Del Lili;180;180;3;4;3,3732;-76,523;268,76;1;5
Apartamento;360;Valle Del Lili;95;95;3;3;3,366959;-76,5347;429,67;1;5
Apartamento;365;Valle Del Lili;120;120;4;3;3,366959;-76,5347;429,67;1;5
Apartamento;370;Valle Del Lili;126;126;4;4;3,366959;-76,5347;429,67;1;5
Casa;395;Valle Del Lili;240;240;6;3;3,366959;-76,5347;429,67;1;5
Apartamento;405;Valle Del Lili;110;110;3;3;3,366959;-76,5347;429,67;1;5
Casa;430;Valle Del Lili;240;240;4;4;3,366959;-76,5347;429,67;1;5
Casa;430;Valle Del Lili;90;90;6;4;3,366959;-76,5347;429,67;1;5
Apartamento;170;Valle Del Lili;60;60;3;2;3,3732;-76,516;239,50;2;5
Apartamento;180;Valle Del Lili;60;60;2;2;3,3732;-76,516;239,50;2;5
Apartamento;225;Valle Del Lili;65;65;3;2;3,3712;-76,524;270,50;2;5
Apartamento;250;Valle Del Lili;86;86;3;2;3,3732;-76,517;243,50;2;5
Apartamento;295;Valle Del Lili;82;82;3;2;3,364034;-76,5238;291,50;2;5
Apartamento;312;Valle Del Lili;82;82;3;3;3,3782;-76,523;263,33;2;5
Casa;350;Valle Del Lili;120;120;3;4;3,3792;-76,516;271,44;2;5
Apartamento;386;Valle Del Lili;93;93;3;3;3,372596;-76,5258;271,15;2;5
Apartamento;140;Valle Del Lili;50;50;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;150;Valle Del Lili;57;57;2;2;3,372861;-76,5262;271,15;3;5
Apartamento;150;Valle Del Lili;57;57;2;2;3,372861;-76,5262;271,15;3;5
Apartamento;165;Valle Del Lili;60;60;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;170;Valle Del Lili;61;61;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;180;Valle Del Lili;63;63;2;2;3,372861;-76,5262;271,15;3;5
Apartamento;185;Valle Del Lili;60;60;2;2;3,37085;-76,5206;284,68;3;5
Apartamento;190;Valle Del Lili;60;60;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;190;Valle Del Lili;60;60;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;200;Valle Del Lili;55;55;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;200;Valle Del Lili;80;80;3;2;3,3772;-76,518;294,33;3;5
Apartamento;210;Valle Del Lili;65;65;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;220;Valle Del Lili;60;60;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;225;Valle Del Lili;71;71;3;2;3,37085;-76,5206;284,68;3;5
Apartamento;225;Valle Del Lili;74;74;2;2;3,372861;-76,5262;271,15;3;5
Apartamento;230;Valle Del Lili;73;73;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;239;Valle Del Lili;70;70;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;249;Valle Del Lili;79;79;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;250;Valle Del Lili;86;86;2;2;3,372861;-76,5262;271,15;3;5
Apartamento;255;Valle Del Lili;70;70;2;2;3,372861;-76,5262;271,15;3;5
Apartamento;260;Valle Del Lili;90;90;3;2;3,372861;-76,5262;271,15;3;5
Casa;260;Valle Del Lili;90;90;3;3;3,372861;-76,5262;271,15;3;5
Apartamento;275;Valle Del Lili;91;91;3;3;3,37085;-76,5206;284,68;3;5
Casa;275;Valle Del Lili;90;90;4;3;3,374684;-76,5214;276,87;3;5
Apartamento;280;Valle Del Lili;86;86;3;2;3,37085;-76,5206;284,68;3;5
Apartamento;290;Valle Del Lili;90;90;3;3;3,372861;-76,5262;271,15;3;5
Apartamento;298;Valle Del Lili;90;90;3;3;3,372861;-76,5262;271,15;3;5
Apartamento;300;Valle Del Lili;105;105;3;3;3,37085;-76,5206;284,68;3;5
Apartamento;305;Valle Del Lili;84;84;3;3;3,372861;-76,5262;271,15;3;5
Apartamento;310;Valle Del Lili;93;93;3;2;3,372861;-76,5262;271,15;3;5
Apartamento;310;Valle Del Lili;84;84;3;2;3,37085;-76,5206;284,68;3;5
Apartamento;320;Valle Del Lili;95;95;3;3;3,370888;-76,5181;268,88;3;5
Apartamento;325;Valle Del Lili;85;85;3;2;3,372861;-76,5262;271,15;3;5
Casa;329;Valle Del Lili;124;114;3;3;3,37085;-76,5206;284,68;3;5
Apartamento;345;Valle Del Lili;94;94;3;3;3,372861;-76,5262;271,15;3;5
Apartamento;350;Valle Del Lili;93;93;3;3;3,37085;-76,5206;284,68;3;5
Casa;380;Valle Del Lili;125;125;3;4;3,37085;-76,5206;284,68;3;5
Apartamento;390;Valle Del Lili;107;107;2;3;3,372861;-76,5262;271,15;3;5
Casa;390;Valle Del Lili;146;146;4;2;3,372861;-76,5262;271,15;3;5
Casa;650;Valle Del Lili;160;150;10;6;3,372861;-76,5262;271,15;3;5
Apartamento;125;Valle Del Lili;58;58;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;125;Valle Del Lili;47;47;2;1;3,373041;-76,5266;270,84;4;5
Apartamento;130;Valle Del Lili;62;62;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;130;Valle Del Lili;56;56;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;135;Valle Del Lili;47;47;2;1;3,373041;-76,5266;270,84;4;5
Apartamento;139;Valle Del Lili;58;58;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;139;Valle Del Lili;55;55;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;140;Valle Del Lili;60;60;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;140;Valle Del Lili;57;57;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;140;Valle Del Lili;56;56;3;1;3,373041;-76,5266;270,84;4;5
Apartamento;143;Valle Del Lili;55;55;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;144;Valle Del Lili;59;59;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;145;Valle Del Lili;60;60;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;145;Valle Del Lili;61;61;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;150;Valle Del Lili;50;50;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;150;Valle Del Lili;57;57;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;150;Valle Del Lili;53;53;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;150;Valle Del Lili;62;62;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;152;Valle Del Lili;62;62;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;155;Valle Del Lili;55;55;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;155;Valle Del Lili;60;60;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;155;Valle Del Lili;56;56;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;158;Valle Del Lili;55;55;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;158;Valle Del Lili;50;50;1;1;3,373041;-76,5266;270,84;4;5
Apartamento;160;Valle Del Lili;65;65;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;160;Valle Del Lili;60;60;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;160;Valle Del Lili;58;58;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;160;Valle Del Lili;60;60;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;160;Valle Del Lili;59;59;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;165;Valle Del Lili;60;60;3;2;3,376563;-76,52;296,75;4;5
Apartamento;165;Valle Del Lili;60;60;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;165;Valle Del Lili;55;55;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;165;Valle Del Lili;58;58;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;165;Valle Del Lili;58;58;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;167;Valle Del Lili;60;60;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;167;Valle Del Lili;60;60;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;170;Valle Del Lili;65;65;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;175;Valle Del Lili;60;60;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;175;Valle Del Lili;60;60;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;175;Valle Del Lili;61;61;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;175;Valle Del Lili;62;62;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;175;Valle Del Lili;60;60;2;2;3,376563;-76,52;296,75;4;5
Apartamento;179;Valle Del Lili;64;64;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;180;Valle Del Lili;60;60;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;180;Valle Del Lili;63;63;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;185;Valle Del Lili;56;56;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;185;Valle Del Lili;65;65;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;185;Valle Del Lili;66;66;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;190;Valle Del Lili;62;62;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;200;Valle Del Lili;68;68;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;200;Valle Del Lili;65;65;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;200;Valle Del Lili;75;75;2;1;3,373041;-76,5266;270,84;4;5
Apartamento;200;Valle Del Lili;65;65;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;209;Valle Del Lili;72;72;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;210;Valle Del Lili;65;65;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;210;Valle Del Lili;66;66;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;210;Valle Del Lili;70;70;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;210;Valle Del Lili;63;63;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;210;Valle Del Lili;68;68;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;215;Valle Del Lili;71;71;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;215;Valle Del Lili;65;65;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;215;Valle Del Lili;70;70;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;215;Valle Del Lili;71;71;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;220;Valle Del Lili;73;73;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;220;Valle Del Lili;62;62;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;220;Valle Del Lili;71;71;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;220;Valle Del Lili;78;78;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;225;Valle Del Lili;65;65;2;2;3,373041;-76,5266;270,84;4;5
Apartamento;225;Valle Del Lili;64;64;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;225;Valle Del Lili;72;72;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;228;Valle Del Lili;75;75;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;230;Valle Del Lili;63;63;3;4;3,373041;-76,5266;270,84;4;5
Apartamento;233;Valle Del Lili;72;72;3;2;3,373041;-76,5266;270,84;4;5
Apartamento;235;Valle Del Lili;76;76;2;2;3,373041;-76,5266;270,84;4;5
